HMamba.hmamba_L_N3 - E165 B0850 | loss=10.700 (ctc=8.722 seq=4.129 dc=0.7990) | comp=0.342 (target=0.333) | bias=-0.488 (grad=-8.0938) | VRAM=17148MB | t=172ms
HMamba.hmamba_L_N3 - E165 B0900 | loss=9.296 (ctc=6.904 seq=3.539 dc=0.7304) | comp=0.336 (target=0.333) | bias=-0.488 (grad=-2.5625) | VRAM=17148MB | t=169ms
HMamba.hmamba_L_N3 - E165 B0950 | loss=10.675 (ctc=9.197 seq=4.407 dc=0.7433) | comp=0.333 (target=0.333) | bias=-0.488 (grad=-0.0234) | VRAM=17148MB | t=160ms
HMamba.hmamba_L_N3 - E165 B1000 | loss=10.081 (ctc=7.847 seq=4.293 dc=0.7265) | comp=0.332 (target=0.333) | bias=-0.488 (grad=5.1406) | VRAM=17148MB | t=172ms
HMamba.hmamba_L_N3 - E165 B1050 | loss=10.359 (ctc=8.146 seq=4.248 dc=0.7603) | comp=0.328 (target=0.333) | bias=-0.488 (grad=4.8750) | VRAM=17148MB | t=162ms
HMamba.hmamba_L_N3 - E165 B1100 | loss=10.227 (ctc=8.569 seq=4.209 dc=0.7246) | comp=0.332 (target=0.333) | bias=-0.488 (grad=3.9724) | VRAM=17148MB | t=159ms
HMamba.hmamba_L_N3 - E165 B1150 | loss=10.763 (ctc=8.942 seq=4.865 dc=0.7192) | comp=0.336 (target=0.333) | bias=-0.488 (grad=-2.6641) | VRAM=17148MB | t=170ms
HMamba.hmamba_L_N3 - E165 B1200 | loss=10.414 (ctc=8.494 seq=4.522 dc=0.7231) | comp=0.335 (target=0.333) | bias=-0.488 (grad=1.3256) | VRAM=17148MB | t=164ms
HMamba.hmamba_L_N3 - E165 B1250 | loss=8.861 (ctc=5.727 seq=3.044 dc=0.7711) | comp=0.339 (target=0.333) | bias=-0.488 (grad=5.0312) | VRAM=17148MB | t=160ms
HMamba.hmamba_L_N3 - E165 B1300 | loss=9.906 (ctc=7.923 seq=3.764 dc=0.7530) | comp=0.337 (target=0.333) | bias=-0.488 (grad=2.4922) | VRAM=17148MB | t=166ms
HMamba.hmamba_L_N3 - E165 B1350 | loss=10.687 (ctc=9.667 seq=4.383 dc=0.7259) | comp=0.332 (target=0.333) | bias=-0.488 (grad=-2.6562) | VRAM=17148MB | t=167ms
HMamba.hmamba_L_N3 - E165 B1400 | loss=11.022 (ctc=9.747 seq=4.636 dc=0.7466) | comp=0.337 (target=0.333) | bias=-0.488 (grad=-7.8047) | VRAM=17148MB | t=167ms
HMamba.hmamba_L_N3 - E165 B1450 | loss=9.480 (ctc=6.821 seq=3.736 dc=0.7414) | comp=0.336 (target=0.333) | bias=-0.488 (grad=5.1328) | VRAM=17148MB | t=164ms
HMamba.hmamba_L_N3 - E165 B1500 | loss=9.658 (ctc=7.319 seq=3.826 dc=0.7361) | comp=0.337 (target=0.333) | bias=-0.488 (grad=-7.9531) | VRAM=17148MB | t=166ms
HMamba.hmamba_L_N3 - E165 B1550 | loss=10.253 (ctc=7.349 seq=4.483 dc=0.7554) | comp=0.330 (target=0.333) | bias=-0.488 (grad=2.4453) | VRAM=17148MB | t=165ms
HMamba.hmamba_L_N3 - E165 B1600 | loss=11.084 (ctc=10.385 seq=4.716 dc=0.7180) | comp=0.335 (target=0.333) | bias=-0.488 (grad=0.0391) | VRAM=17148MB | t=165ms
HMamba.hmamba_L_N3 - E165 B1650 | loss=12.401 (ctc=11.296 seq=5.668 dc=0.7761) | comp=0.338 (target=0.333) | bias=-0.488 (grad=-2.4766) | VRAM=17148MB | t=172ms
HMamba.hmamba_L_N3 - E165 B1700 | loss=11.279 (ctc=9.576 seq=4.938 dc=0.7615) | comp=0.336 (target=0.333) | bias=-0.488 (grad=7.7266) | VRAM=17148MB | t=166ms
HMamba.hmamba_L_N3 - E165 B1750 | loss=12.260 (ctc=12.682 seq=4.677 dc=0.7971) | comp=0.337 (target=0.333) | bias=-0.488 (grad=-5.2109) | VRAM=17148MB | t=193ms
HMamba.hmamba_L_N3 - E165 B1800 | loss=11.985 (ctc=10.977 seq=5.160 dc=0.7815) | comp=0.328 (target=0.333) | bias=-0.488 (grad=2.5859) | VRAM=17148MB | t=168ms
HMamba.hmamba_L_N3 - E165 B1850 | loss=10.632 (ctc=9.687 seq=4.306 dc=0.7248) | comp=0.332 (target=0.333) | bias=-0.489 (grad=-2.5000) | VRAM=17148MB | t=180ms
HMamba.hmamba_L_N3 - E165 B1900 | loss=8.176 (ctc=4.111 seq=2.959 dc=0.7495) | comp=0.331 (target=0.333) | bias=-0.489 (grad=-0.2578) | VRAM=17148MB | t=168ms
HMamba.hmamba_L_N3 - E165 B1950 | loss=11.573 (ctc=9.830 seq=5.207 dc=0.7660) | comp=0.329 (target=0.333) | bias=-0.489 (grad=4.8906) | VRAM=17148MB | t=165ms
HMamba.hmamba_L_N3 - E165 B2000 | loss=11.190 (ctc=10.308 seq=4.780 dc=0.7309) | comp=0.334 (target=0.333) | bias=-0.489 (grad=2.4453) | VRAM=17148MB | t=169ms
