HMamba.hmamba_L_N2 - E83 B0850 | loss=11.353 (ctc=11.424 seq=5.682 dc=0.7896) | comp=0.501 (target=0.500) | bias=-0.058 (grad=-2.8770) | VRAM=18060MB | t=161ms
HMamba.hmamba_L_N2 - E83 B0900 | loss=10.462 (ctc=10.182 seq=4.988 dc=0.7832) | comp=0.498 (target=0.500) | bias=-0.058 (grad=3.8672) | VRAM=18060MB | t=175ms
HMamba.hmamba_L_N2 - E83 B0950 | loss=10.491 (ctc=10.561 seq=4.607 dc=0.8196) | comp=0.505 (target=0.500) | bias=-0.058 (grad=-0.0059) | VRAM=18060MB | t=186ms
HMamba.hmamba_L_N2 - E83 B1000 | loss=11.024 (ctc=11.245 seq=5.010 dc=0.8286) | comp=0.495 (target=0.500) | bias=-0.058 (grad=-0.0371) | VRAM=18060MB | t=181ms
HMamba.hmamba_L_N2 - E83 B1050 | loss=9.974 (ctc=9.474 seq=4.481 dc=0.7990) | comp=0.503 (target=0.500) | bias=-0.058 (grad=-1.4249) | VRAM=18060MB | t=171ms
HMamba.hmamba_L_N2 - E83 B1100 | loss=15.047 (ctc=17.360 seq=8.101 dc=0.8336) | comp=0.509 (target=0.500) | bias=-0.059 (grad=-1.0332) | VRAM=18060MB | t=101ms
HMamba.hmamba_L_N2 - E83 B1150 | loss=10.483 (ctc=9.711 seq=4.589 dc=0.8715) | comp=0.509 (target=0.500) | bias=-0.059 (grad=-2.0352) | VRAM=18060MB | t=174ms
HMamba.hmamba_L_N2 - E83 B1200 | loss=11.963 (ctc=12.594 seq=5.942 dc=0.8051) | comp=0.503 (target=0.500) | bias=-0.059 (grad=-0.9434) | VRAM=18060MB | t=197ms
HMamba.hmamba_L_N2 - E83 B1250 | loss=11.137 (ctc=10.961 seq=5.357 dc=0.8197) | comp=0.504 (target=0.500) | bias=-0.058 (grad=1.9316) | VRAM=18384MB | t=200ms
HMamba.hmamba_L_N2 - E83 B1300 | loss=11.985 (ctc=12.684 seq=5.990 dc=0.7975) | comp=0.500 (target=0.500) | bias=-0.058 (grad=-2.8750) | VRAM=18384MB | t=173ms
HMamba.hmamba_L_N2 - E83 B1350 | loss=9.283 (ctc=7.889 seq=4.032 dc=0.8186) | comp=0.505 (target=0.500) | bias=-0.058 (grad=2.0078) | VRAM=18384MB | t=163ms
HMamba.hmamba_L_N2 - E83 B1400 | loss=10.101 (ctc=8.906 seq=4.651 dc=0.8346) | comp=0.506 (target=0.500) | bias=-0.058 (grad=3.8223) | VRAM=18384MB | t=175ms
HMamba.hmamba_L_N2 - E83 B1450 | loss=11.397 (ctc=11.806 seq=5.542 dc=0.7951) | comp=0.504 (target=0.500) | bias=-0.058 (grad=-1.9082) | VRAM=18384MB | t=188ms
HMamba.hmamba_L_N2 - E83 B1500 | loss=10.729 (ctc=9.747 seq=4.925 dc=0.8714) | comp=0.491 (target=0.500) | bias=-0.058 (grad=-3.0176) | VRAM=18384MB | t=161ms
HMamba.hmamba_L_N2 - E83 B1550 | loss=10.660 (ctc=10.072 seq=5.259 dc=0.7915) | comp=0.500 (target=0.500) | bias=-0.058 (grad=-1.9316) | VRAM=18384MB | t=179ms
HMamba.hmamba_L_N2 - E83 B1600 | loss=13.724 (ctc=15.431 seq=7.406 dc=0.7822) | comp=0.501 (target=0.500) | bias=-0.058 (grad=-0.8652) | VRAM=18384MB | t=168ms
HMamba.hmamba_L_N2 - E83 B1650 | loss=9.843 (ctc=8.921 seq=4.699 dc=0.7755) | comp=0.501 (target=0.500) | bias=-0.058 (grad=1.8594) | VRAM=18384MB | t=175ms
HMamba.hmamba_L_N2 - E83 B1700 | loss=9.662 (ctc=9.047 seq=4.291 dc=0.7889) | comp=0.499 (target=0.500) | bias=-0.058 (grad=0.0684) | VRAM=18384MB | t=167ms
HMamba.hmamba_L_N2 - E83 B1750 | loss=10.667 (ctc=9.597 seq=5.301 dc=0.8154) | comp=0.496 (target=0.500) | bias=-0.058 (grad=0.0352) | VRAM=18384MB | t=166ms
HMamba.hmamba_L_N2 - E83 B1800 | loss=10.386 (ctc=10.124 seq=4.503 dc=0.8394) | comp=0.506 (target=0.500) | bias=-0.058 (grad=-0.9043) | VRAM=18384MB | t=185ms
HMamba.hmamba_L_N2 - E83 B1850 | loss=8.624 (ctc=6.267 seq=3.583 dc=0.8473) | comp=0.493 (target=0.500) | bias=-0.058 (grad=0.9180) | VRAM=18384MB | t=172ms
HMamba.hmamba_L_N2 - E83 B1900 | loss=10.553 (ctc=10.333 seq=5.021 dc=0.7876) | comp=0.502 (target=0.500) | bias=-0.058 (grad=-1.3960) | VRAM=18384MB | t=172ms
HMamba.hmamba_L_N2 - E83 B1950 | loss=10.118 (ctc=9.885 seq=4.697 dc=0.7729) | comp=0.500 (target=0.500) | bias=-0.059 (grad=-0.0938) | VRAM=18384MB | t=172ms
